R1,R2,Rhythm,CTest1,CTest2,CScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PH2,PH3,PH4,PH5,PHTotal,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RTotal,RA,RB,RV,RF,S1,S2,S3,S4,STotal,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSTotal,PSA,PSB,PSV,PSF,Branch
8,7,15,30.731,31.42,31.64317578,41.075,38.775,5.089419484,4.493,10.00829816,5,2,3,3,5,72,29.52,28.8,27.36,25.2,1,1,5,1,40,12,11.2,12.8,12,4,5,1,1,55,6.05,11.55,7.7,11.55,3,3,4,4,70,12.6,7.7,11.2,9.8,C4
3,3,6,32.704002,27.647,31.63997859,41.468353,40.544834,3.844366372,4.059,10.32085598,5,5,2,2,2,64,26.24,25.6,24.32,22.4,5,1,5,3,70,21,19.6,22.4,21,3,2,4,1,50,5.5,10.5,7,10.5,3,5,1,2,55,9.9,6.05,8.8,7.7,C3
8,7,15,29.77,27.65,31.62960649,47.58,45.46,10,3.819,15,5,5,4,1,4,76,31.16,30.4,28.88,26.6,3,3,1,2,45,13.5,12.6,14.4,13.5,4,2,2,1,45,4.95,9.45,6.3,9.45,2,5,2,5,70,12.6,7.7,11.2,9.8,C4
7,4,11,30.683,26.879,31.62751704,35.61297,32.009026,2.520763278,4.251,7.901786864,3,5,1,4,1,56,22.96,22.4,21.28,19.6,4,1,4,5,70,21,19.6,22.4,21,3,2,3,2,50,5.5,10.5,7,10.5,2,2,5,5,70,12.6,7.7,11.2,9.8,C3
8,7,15,32.35,27.65,31.62442446,36.537697,35.829624,2.306021005,4.251,7.754011452,4,1,3,5,5,72,29.52,28.8,27.36,25.2,3,3,5,4,75,22.5,21,24,22.5,4,5,5,3,85,9.35,17.85,11.9,17.85,5,2,3,3,65,11.7,7.15,10.4,9.1,C1
7,3,10,33.462997,27.657,31.58813417,43.005104,47.291965,5.661310554,4.3,7.098927498,1,1,3,2,4,44,18.04,17.6,16.72,15.4,5,1,1,1,40,12,11.2,12.8,12,3,1,5,1,50,5.5,10.5,7,10.5,1,4,4,2,55,9.9,6.05,8.8,7.7,C4
8,7,15,27.66,28.29,31.57258004,42.153767,44.11639,4.670543671,4.203,8.395721018,3,5,2,2,1,52,21.32,20.8,19.76,18.2,4,1,4,5,70,21,19.6,22.4,21,2,2,5,3,60,6.6,12.6,8.4,12.6,3,5,2,5,75,13.5,8.25,12,10.5,C1
7,8,15,31.328,30.217,31.54262513,44.42,36.54,7.904375792,4.316,12.394014,5,4,3,1,1,56,22.96,22.4,21.28,19.6,1,4,1,3,45,13.5,12.6,14.4,13.5,1,4,1,3,45,4.95,9.45,6.3,9.45,1,1,5,4,55,9.9,6.05,8.8,7.7,C4
5,5,10,29.279,27.68,31.4688912,36.985184,37.521873,2.613080144,4.188,8.596253693,3,4,2,2,1,48,19.68,19.2,18.24,16.8,3,4,3,3,65,19.5,18.2,20.8,19.5,4,3,2,2,55,6.05,11.55,7.7,11.55,4,5,4,1,70,12.6,7.7,11.2,9.8,C3
6,5,11,58.299,-1,31.44393861,25.377773,33.786972,2.938774824,4.834,7.387892604,4,3,3,5,3,72,29.52,28.8,27.36,25.2,2,1,1,5,45,13.5,12.6,14.4,13.5,1,5,4,4,70,7.7,14.7,9.8,14.7,4,1,1,5,55,9.9,6.05,8.8,7.7,C4
6,6,12,26.928,28.118,31.42197937,42.38238,36.54399,4.697701335,3.899,13.1398809,5,4,4,4,3,80,32.8,32,30.4,28,5,2,2,5,70,21,19.6,22.4,21,1,1,5,5,60,6.6,12.6,8.4,12.6,5,3,3,1,60,10.8,6.6,9.6,8.4,C2
7,2,9,32.849,27.698,31.37557447,40.80681,39.201584,3.63796711,3.978,11.40374511,1,2,5,5,5,72,29.52,28.8,27.36,25.2,5,5,4,4,90,27,25.2,28.8,27,3,1,4,1,45,4.95,9.45,6.3,9.45,4,1,5,5,75,13.5,8.25,12,10.5,C3
7.5,6,13.5,71.7,-1,31.3734287,30.279137,30.279137,3.975172937,5.127,9.331331849,1,4,3,2,5,60,24.6,24,22.8,21,3,4,5,2,70,21,19.6,22.4,21,5,5,1,4,75,8.25,15.75,10.5,15.75,4,1,5,1,55,9.9,6.05,8.8,7.7,C2
4,5,9,31.941,30.286,31.32148772,26.164635,24.602924,1.945099384,4.668,8.004983962,1,1,5,1,4,48,19.68,19.2,18.24,16.8,3,2,2,3,50,15,14,16,15,5,5,2,4,80,8.8,16.8,11.2,16.8,1,2,5,5,65,11.7,7.15,10.4,9.1,C4
8,6.5,14.5,58.438,-1,31.32103175,37.48702,32.009026,4.031941891,4.831,7.421527505,2,1,2,3,5,52,21.32,20.8,19.76,18.2,5,3,2,3,65,19.5,18.2,20.8,19.5,1,2,3,3,45,4.95,9.45,6.3,9.45,4,2,4,2,60,10.8,6.6,9.6,8.4,C3
6,3,9,32.821,30.842,31.28764093,34.5077,37.810387,4.037272632,4.54,9.423236847,4,4,3,2,3,64,26.24,25.6,24.32,22.4,1,5,3,5,70,21,19.6,22.4,21,3,1,3,3,50,5.5,10.5,7,10.5,5,1,3,4,65,11.7,7.15,10.4,9.1,C3
7,7,14,27.72,28.02,31.26152426,42.046585,42.05592,4.027684927,4.027,10.74866384,1,5,4,3,2,60,24.6,24,22.8,21,4,3,4,2,65,19.5,18.2,20.8,19.5,5,3,4,1,65,7.15,13.65,9.1,13.65,1,4,2,3,50,9,5.5,8,7,C2
8,6,14,58.518,-1,31.25029385,36.54399,33.786972,3.753327429,4.643,9.52914834,3,1,1,4,3,48,19.68,19.2,18.24,16.8,5,4,3,2,70,21,19.6,22.4,21,3,4,1,2,50,5.5,10.5,7,10.5,3,5,3,2,65,11.7,7.15,10.4,9.1,C3
8,7,15,27.731,28.854,31.20448709,34.22342,41.049763,3.713767827,4.381,6.016041487,4,5,1,4,5,76,31.16,30.4,28.88,26.6,3,3,5,2,65,19.5,18.2,20.8,19.5,1,1,3,1,30,3.3,6.3,4.2,6.3,3,3,1,2,45,8.1,4.95,7.2,6.3,C3
8,7,15,30.875,35.95,31.18193775,28.262928,29.90973,1.490983665,4.669,7.817425132,4,3,2,1,1,44,18.04,17.6,16.72,15.4,1,5,5,2,65,19.5,18.2,20.8,19.5,4,2,2,4,60,6.6,12.6,8.4,12.6,2,1,1,4,40,7.2,4.4,6.4,5.6,C2
5,4,9,28.346,26.993,31.14932746,44.424614,26.963509,5.354451537,4.171,9.092261195,2,4,2,1,5,56,22.96,22.4,21.28,19.6,5,3,4,4,80,24,22.4,25.6,24,2,3,4,5,70,7.7,14.7,9.8,14.7,2,4,5,4,75,13.5,8.25,12,10.5,C1
5,5,10,28.822,27.746,31.12672448,35.450882,45.56907,5.123773813,4.173,8.79679352,3,3,2,2,5,60,24.6,24,22.8,21,1,1,1,1,20,6,5.6,6.4,6,1,1,2,2,30,3.3,6.3,4.2,6.3,3,5,5,1,70,12.6,7.7,11.2,9.8,C4
6,6,12,31.098,30.347,31.12598419,32.009026,30.279137,3.852940798,4.833,5.947627723,1,3,3,1,5,52,21.32,20.8,19.76,18.2,3,2,1,5,55,16.5,15.4,17.6,16.5,1,2,3,3,45,4.95,9.45,6.3,9.45,2,2,4,5,65,11.7,7.15,10.4,9.1,C4
6,7,13,28.139,27.747,31.12154514,32.99024,35.4145,1.955588311,4.188,8.596253693,2,1,3,3,4,52,21.32,20.8,19.76,18.2,3,3,2,4,60,18,16.8,19.2,18,1,3,3,5,60,6.6,12.6,8.4,12.6,3,2,3,5,65,11.7,7.15,10.4,9.1,C1
8,6.5,14.5,72.05,-1,31.09356701,31.138077,42.38238,9.533792138,5.327,7.077383548,5,4,2,5,1,68,27.88,27.2,25.84,23.8,2,3,2,5,60,18,16.8,19.2,18,3,3,3,3,60,6.6,12.6,8.4,12.6,3,3,2,1,45,8.1,4.95,7.2,6.3,C2
6,6,12,27.763,28.423,31.03858978,39.57333,42.305725,4.105623066,4.061,10.29411972,4,4,5,1,2,64,26.24,25.6,24.32,22.4,1,3,3,1,40,12,11.2,12.8,12,5,3,2,2,60,6.6,12.6,8.4,12.6,2,5,3,1,55,9.9,6.05,8.8,7.7,C4
7,6,13,34.168,30.378,31.02663249,30.279137,33.786972,4.433333278,4.62,8.603491187,1,4,2,2,3,48,19.68,19.2,18.24,16.8,2,1,5,3,55,16.5,15.4,17.6,16.5,1,3,5,2,55,6.05,11.55,7.7,11.55,4,5,3,1,65,11.7,7.15,10.4,9.1,C4
6,6,12,27.606,27.026,31.01090938,31.138077,26.164635,1.081707776,4.124,9.791665077,2,3,3,1,5,56,22.96,22.4,21.28,19.6,1,3,3,5,60,18,16.8,19.2,18,2,5,2,5,70,7.7,14.7,9.8,14.7,4,4,5,2,75,13.5,8.25,12,10.5,C1
6,6.5,12.5,60.095,-1,31,47.61931,41.439556,7.5,4.99,4.5,2,4,1,1,1,36,14.76,14.4,13.68,12.6,1,4,3,3,55,16.5,15.4,17.6,16.5,1,3,4,1,45,4.95,9.45,6.3,9.45,5,5,3,1,70,12.6,7.7,11.2,9.8,C5
5,5.5,10.5,70.146,-1,31,29.537178,31.54033,6.5,5.516,3,1,3,5,1,1,44,18.04,17.6,16.72,15.4,3,3,2,5,65,19.5,18.2,20.8,19.5,5,4,3,4,80,8.8,16.8,11.2,16.8,1,4,3,3,55,9.9,6.05,8.8,7.7,C2
7,6,13,60.12,-1,31,49.77292,6.412671,8,4.651,8.5,2,3,1,2,4,48,19.68,19.2,18.24,16.8,5,5,1,2,65,19.5,18.2,20.8,19.5,4,3,4,1,60,6.6,12.6,8.4,12.6,4,5,2,2,65,11.7,7.15,10.4,9.1,C1
6,6.5,12.5,60.631,-1,31,34.34867,34.923115,4.5,5.08,3,1,4,2,2,3,48,19.68,19.2,18.24,16.8,5,1,5,3,70,21,19.6,22.4,21,4,3,2,5,70,7.7,14.7,9.8,14.7,1,2,1,5,45,8.1,4.95,7.2,6.3,C2
5,5.5,10.5,60.79,-1,31,35.42439,39.505657,5.5,4.68,8,2,5,1,4,1,52,21.32,20.8,19.76,18.2,2,5,1,1,45,13.5,12.6,14.4,13.5,3,4,2,1,50,5.5,10.5,7,10.5,5,3,3,3,70,12.6,7.7,11.2,9.8,C4
6,5.5,11.5,60.266,-1,31,39.50204,-2,5.5,4.408,11.5,3,1,4,3,3,56,22.96,22.4,21.28,19.6,1,3,3,2,45,13.5,12.6,14.4,13.5,3,4,5,5,85,9.35,17.85,11.9,17.85,5,4,5,2,80,14.4,8.8,12.8,11.2,C4
6.5,6,12.5,60.692,-1,31,32.31695,27.723186,4,4.575,9.5,4,3,3,4,1,60,24.6,24,22.8,21,4,2,2,1,45,13.5,12.6,14.4,13.5,1,5,3,2,55,6.05,11.55,7.7,11.55,1,2,4,1,40,7.2,4.4,6.4,5.6,C4
8,7,15,70.501,-1,31,42.141403,42.13264,9.5,4.668,14,1,5,4,3,2,60,24.6,24,22.8,21,2,4,1,3,50,15,14,16,15,1,4,3,3,55,6.05,11.55,7.7,11.55,4,1,4,2,55,9.9,6.05,8.8,7.7,C4
5,6,11,60.901,-1,31,32.320477,30.104902,4,4.952,4.5,5,3,2,3,5,72,29.52,28.8,27.36,25.2,1,2,3,5,55,16.5,15.4,17.6,16.5,2,2,5,1,50,5.5,10.5,7,10.5,4,2,3,4,65,11.7,7.15,10.4,9.1,C4
7.5,7,14.5,60.355,-1,31,51.65059,37.32667,8.5,4.849,6,3,5,1,5,4,72,29.52,28.8,27.36,25.2,3,2,3,4,60,18,16.8,19.2,18,2,5,2,3,60,6.6,12.6,8.4,12.6,3,2,5,4,70,12.6,7.7,11.2,9.8,C1
7,6,13,60.005,-1,31,37.648808,39.236946,5.5,4.3,13,3,4,2,5,4,72,29.52,28.8,27.36,25.2,4,2,4,2,60,18,16.8,19.2,18,3,1,4,2,50,5.5,10.5,7,10.5,5,3,5,4,85,15.3,9.35,13.6,11.9,C3
0.5,0.5,1,70.405,-1,31,49.377064,35.61905,10,5.105,8.5,2,3,3,5,5,72,29.52,28.8,27.36,25.2,2,5,5,5,85,25.5,23.8,27.2,25.5,4,5,5,5,95,10.45,19.95,13.3,19.95,3,4,1,3,55,9.9,6.05,8.8,7.7,C2
8,7,15,60.871,-1,31,-2,48.690784,8,4.42,11.5,3,4,3,5,4,76,31.16,30.4,28.88,26.6,1,2,4,5,60,18,16.8,19.2,18,1,5,5,4,75,8.25,15.75,10.5,15.75,1,4,3,2,50,9,5.5,8,7,C2
6.5,5.5,12,60.494,-1,31,34.727497,37.999477,5,4.904,5.5,5,4,3,4,4,80,32.8,32,30.4,28,3,3,5,5,80,24,22.4,25.6,24,5,3,4,4,80,8.8,16.8,11.2,16.8,2,2,4,4,60,10.8,6.6,9.6,8.4,C2
8,7,15,60.122,-1,31,57.39553,51.50651,10,4.651,8.5,3,5,5,5,4,88,36.08,35.2,33.44,30.8,3,5,4,1,65,19.5,18.2,20.8,19.5,4,3,4,4,75,8.25,15.75,10.5,15.75,5,2,5,1,65,11.7,7.15,10.4,9.1,C1
7,7,14,31.357,30.392,30.9817645,28.597296,33.786972,4.433333278,4.268,12.99251586,1,1,5,4,4,60,24.6,24,22.8,21,2,1,2,5,50,15,14,16,15,3,5,3,4,75,8.25,15.75,10.5,15.75,3,4,4,2,65,11.7,7.15,10.4,9.1,C4
8,7,15,30.18,27.784,30.92972159,40.39,45.46,3.291138411,3.946,6.45738557,5,2,1,1,1,40,16.4,16,15.2,14,1,2,2,2,35,10.5,9.8,11.2,10.5,2,3,4,3,60,6.6,12.6,8.4,12.6,5,4,3,5,85,15.3,9.35,13.6,11.9,C4
8,7,15,72.259,-1,30.92645198,15.62,27.774395,2.824828029,5.481,5.341848582,4,3,5,2,4,72,29.52,28.8,27.36,25.2,2,2,4,2,50,15,14,16,15,3,4,4,4,75,8.25,15.75,10.5,15.75,3,1,5,3,60,10.8,6.6,9.6,8.4,C4
5,4,9,31.058,30.958,30.91608256,33.016823,31.578894,2.492363006,4.316,12.21161842,1,5,1,5,5,68,27.88,27.2,25.84,23.8,3,3,5,5,80,24,22.4,25.6,24,2,4,3,2,55,6.05,11.55,7.7,11.55,4,1,3,1,45,8.1,4.95,7.2,6.3,C3
6.5,7,13.5,72.294,-1,30.89847118,14.421782,22.350456,0.33379294,5.413,6.108187884,3,2,2,5,4,64,26.24,25.6,24.32,22.4,2,2,3,2,45,13.5,12.6,14.4,13.5,2,1,1,3,35,3.85,7.35,4.9,7.35,4,2,3,5,70,12.6,7.7,11.2,9.8,C4
8,6,14,72.317,-1,30.88007927,26.963509,17.515167,2.45241493,5.321,7.145002484,3,1,2,2,1,36,14.76,14.4,13.68,12.6,1,2,4,1,40,12,11.2,12.8,12,4,1,1,5,55,6.05,11.55,7.7,11.55,1,1,5,2,45,8.1,4.95,7.2,6.3,C5
8,4,12,34.85,27.808,30.8052966,38.40103,31.689236,2.887374163,3.812,13.62299502,1,3,2,3,1,40,16.4,16,15.2,14,2,5,4,1,60,18,16.8,19.2,18,2,3,5,5,75,8.25,15.75,10.5,15.75,5,4,3,1,65,11.7,7.15,10.4,9.1,C1
7,8,15,27.96,27.09,30.74244708,40.3882,30.279137,4.056403041,4.347,6.473212391,3,3,3,5,5,76,31.16,30.4,28.88,26.6,2,1,2,1,30,9,8.4,9.6,9,1,4,2,2,45,4.95,9.45,6.3,9.45,5,4,2,2,65,11.7,7.15,10.4,9.1,C4
2,5,7,27.102,28.19,30.69211543,44.424614,43.397495,5.354451537,3.901,13.11011821,1,1,1,3,5,44,18.04,17.6,16.72,15.4,1,1,3,4,45,13.5,12.6,14.4,13.5,2,3,2,1,40,4.4,8.4,5.6,8.4,2,1,5,5,65,11.7,7.15,10.4,9.1,C4
4,4,8,31.936,27.104,30.68372279,36.54399,39.409122,3.741547465,4.09,10.29761642,3,4,4,5,4,80,32.8,32,30.4,28,1,1,2,2,30,9,8.4,9.6,9,2,3,2,4,55,6.05,11.55,7.7,11.55,2,5,1,3,55,9.9,6.05,8.8,7.7,C4
5,5,10,28.465,27.84,30.63939929,38.64539,37.33885,2.963612676,4.236,7.954544127,2,5,1,4,4,64,26.24,25.6,24.32,22.4,5,3,2,5,75,22.5,21,24,22.5,3,5,2,3,65,7.15,13.65,9.1,13.65,5,5,4,1,75,13.5,8.25,12,10.5,C1
7,7,14,59.211,-1,30.63752711,36.54399,50.839634,7.976929545,4.36,12.70179391,1,3,3,2,3,48,19.68,19.2,18.24,16.8,2,4,4,4,70,21,19.6,22.4,21,2,4,5,1,60,6.6,12.6,8.4,12.6,1,1,2,2,30,5.4,3.3,4.8,4.2,C2
3,6,9,32.35,31.049,30.62460154,37.687405,39.747643,4.66162771,4.669,7.817425132,4,1,2,5,1,52,21.32,20.8,19.76,18.2,5,1,1,3,50,15,14,16,15,2,2,5,1,50,5.5,10.5,7,10.5,2,1,1,1,25,4.5,2.75,4,3.5,C4
4,4,8,31.85,30.52,30.57153672,20.20611,29.432209,3.01176548,4.573,9.189525247,1,2,4,2,1,40,16.4,16,15.2,14,1,2,1,2,30,9,8.4,9.6,9,3,3,5,5,80,8.8,16.8,11.2,16.8,5,1,3,3,60,10.8,6.6,9.6,8.4,C5
7,7,14,72.726,-1,30.55304825,33.786972,34.693966,6.002757549,4.898,11.91209972,2,2,2,5,5,64,26.24,25.6,24.32,22.4,2,1,2,3,40,12,11.2,12.8,12,2,3,3,1,45,4.95,9.45,6.3,9.45,5,5,3,5,90,16.2,9.9,14.4,12.6,C4
5,6,11,28.069,27.137,30.54530472,32.89,40.39,4.0569821,4.108,10.02976477,3,3,1,5,5,68,27.88,27.2,25.84,23.8,3,2,2,5,60,18,16.8,19.2,18,3,1,3,4,55,6.05,11.55,7.7,11.55,1,3,4,5,65,11.7,7.15,10.4,9.1,C3
6,3,9,30.94,27.141,30.52851945,45.463757,44.424614,5.688623786,4.252,7.886906862,1,5,3,3,1,52,21.32,20.8,19.76,18.2,4,2,2,4,60,18,16.8,19.2,18,1,4,3,5,65,7.15,13.65,9.1,13.65,1,5,4,5,75,13.5,8.25,12,10.5,C1
5,4,9,-2,30.536,30.52026093,26.164635,38.44207,5.952942371,4.67,7.980047464,3,4,4,5,3,76,31.16,30.4,28.88,26.6,3,4,5,5,85,25.5,23.8,27.2,25.5,4,2,4,3,65,7.15,13.65,9.1,13.65,1,3,2,1,35,6.3,3.85,5.6,4.9,C2
6,6.5,12.5,59.384,-1,30.48455536,42.38238,36.54399,5.478261113,4.817,7.578477859,1,1,1,4,3,40,16.4,16,15.2,14,1,1,3,5,50,15,14,16,15,2,1,5,1,45,4.95,9.45,6.3,9.45,2,5,3,1,55,9.9,6.05,8.8,7.7,C4
4,3,7,59.388,-1,30.48101753,32.891994,34.693966,3.2067433,4.574,10.30269384,3,5,2,1,1,48,19.68,19.2,18.24,16.8,4,4,1,5,70,21,19.6,22.4,21,5,4,2,5,80,8.8,16.8,11.2,16.8,1,1,4,4,50,9,5.5,8,7,C2
7,8,15,33.158,30.55,30.47539294,23.84009,24.602924,1.435295045,4.687,7.768081427,3,2,5,2,1,52,21.32,20.8,19.76,18.2,1,5,5,4,75,22.5,21,24,22.5,2,4,2,1,45,4.95,9.45,6.3,9.45,3,1,2,3,45,8.1,4.95,7.2,6.3,C3
4,6,10,32.098,27.154,30.47399551,38.44207,46.5149,6.02665484,4.252,7.886906862,3,3,4,1,4,60,24.6,24,22.8,21,2,4,4,5,75,22.5,21,24,22.5,1,5,5,5,80,8.8,16.8,11.2,16.8,1,1,4,2,40,7.2,4.4,6.4,5.6,C2
8,7,15,28.04,27.88,30.43202966,44.45931,37.963593,4.777532816,3.897,12.48663068,3,4,2,5,2,64,26.24,25.6,24.32,22.4,1,5,2,4,60,18,16.8,19.2,18,4,4,5,3,80,8.8,16.8,11.2,16.8,1,5,2,2,50,9,5.5,8,7,C2
7,7,14,27.186,28.736,30.41733652,42.52,44.15,4.821527302,3.9,11.47058755,2,5,3,4,1,60,24.6,24,22.8,21,3,4,3,2,60,18,16.8,19.2,18,2,4,2,3,55,6.05,11.55,7.7,11.55,2,5,2,1,50,9,5.5,8,7,C3
7,7,14,34.44,31.116,30.409998,34.091805,24.28489,2.838817239,4.555,9.236516654,5,4,2,4,2,68,27.88,27.2,25.84,23.8,4,1,1,2,40,12,11.2,12.8,12,2,2,5,4,65,7.15,13.65,9.1,13.65,3,1,5,3,60,10.8,6.6,9.6,8.4,C4
7,0,7,33.029,27.891,30.37499517,44.31708,41.368885,4.73315835,3.882,12.68716693,4,3,4,1,2,56,22.96,22.4,21.28,19.6,1,3,5,3,60,18,16.8,19.2,18,4,4,1,3,60,6.6,12.6,8.4,12.6,2,3,5,3,65,11.7,7.15,10.4,9.1,C1
8,4,12,29.629,27.891,30.37499517,35.94476,39.463634,3.218902051,4.298,7.125670016,5,4,3,1,2,60,24.6,24,22.8,21,3,2,3,1,45,13.5,12.6,14.4,13.5,1,2,3,4,50,5.5,10.5,7,10.5,3,5,5,3,80,14.4,8.8,12.8,11.2,C4
8,6,14,59.526,-1,30.35899311,26.963509,25.377773,0.922804177,5.062,4.831841737,1,5,2,3,4,60,24.6,24,22.8,21,4,1,3,1,45,13.5,12.6,14.4,13.5,4,3,1,5,65,7.15,13.65,9.1,13.65,5,2,5,4,80,14.4,8.8,12.8,11.2,C4
6,5.5,11.5,59.563,-1,30.32627821,30.279137,26.164635,1.902395934,4.849,7.219732404,5,2,3,5,5,80,32.8,32,30.4,28,1,1,4,2,40,12,11.2,12.8,12,4,1,3,5,65,7.15,13.65,9.1,13.65,4,5,1,2,60,10.8,6.6,9.6,8.4,C5
6,5.5,11.5,59.563,-1,30.32627821,30.279137,26.164635,1.902395934,4.849,7.219732404,5,5,4,5,5,96,39.36,38.4,36.48,33.6,1,2,1,1,25,7.5,7,8,7.5,5,1,2,5,65,7.15,13.65,9.1,13.65,5,3,1,4,65,11.7,7.15,10.4,9.1,C4
8,7,15,73.09,-1,30.26200175,33.786972,36.54399,6.85241282,5.208,8.418480456,1,5,4,2,3,60,24.6,24,22.8,21,2,2,2,4,50,15,14,16,15,4,2,5,4,75,8.25,15.75,10.5,15.75,4,4,5,3,80,14.4,8.8,12.8,11.2,C4
5,5,10,27.235,28.766,30.134224,46.5149,29.432209,6.02665484,4.139,9.568452537,1,4,3,2,1,44,18.04,17.6,16.72,15.4,2,4,4,2,60,18,16.8,19.2,18,2,1,2,2,35,3.85,7.35,4.9,7.35,3,1,5,4,65,11.7,7.15,10.4,9.1,C3
8,7,15,73.344,-1,30.0589022,23.84009,27.774395,2.824828029,5.315,7.212621421,2,2,5,1,5,60,24.6,24,22.8,21,1,5,2,1,45,13.5,12.6,14.4,13.5,1,1,2,3,35,3.85,7.35,4.9,7.35,1,1,3,2,35,6.3,3.85,5.6,4.9,C4
7.5,6.5,14,73.35,-1,30.05410641,33.786972,35.61297,6.424825191,4.882,12.09241211,4,2,4,4,5,76,31.16,30.4,28.88,26.6,3,5,1,2,55,16.5,15.4,17.6,16.5,3,2,5,2,60,6.6,12.6,8.4,12.6,2,5,5,2,70,12.6,7.7,11.2,9.8,C4
7,8,15,27.265,27.36,30.00839084,28.597296,33.786972,1.933551282,4.319,6.889884621,2,2,3,5,2,56,22.96,22.4,21.28,19.6,5,3,1,2,55,16.5,15.4,17.6,16.5,5,1,1,5,60,6.6,12.6,8.4,12.6,5,4,5,4,90,16.2,9.9,14.4,12.6,C4
7.5,7,14.5,71.56,-1,30,33.29223,32.300087,7,5.272,6,2,2,1,3,2,40,16.4,16,15.2,14,5,2,3,4,70,21,19.6,22.4,21,1,2,5,3,55,6.05,11.55,7.7,11.55,4,1,4,4,65,11.7,7.15,10.4,9.1,C3
8,6.5,14.5,71.721,-1,30,36.108376,30.969639,8,5.446,4,1,1,2,3,5,48,19.68,19.2,18.24,16.8,2,1,4,1,40,12,11.2,12.8,12,5,3,1,1,50,5.5,10.5,7,10.5,2,2,2,4,50,9,5.5,8,7,C4
8,6.5,14.5,61.01,-1,30,35.98553,38.65269,5.5,4.651,8.5,4,1,1,1,5,48,19.68,19.2,18.24,16.8,1,3,5,3,60,18,16.8,19.2,18,2,2,2,1,35,3.85,7.35,4.9,7.35,1,4,4,2,55,9.9,6.05,8.8,7.7,C3
4.5,5.5,10,61.576,-1,30,45.23575,41.865574,7,4.749,7.5,1,5,1,4,2,52,21.32,20.8,19.76,18.2,3,3,3,3,60,18,16.8,19.2,18,5,2,3,1,55,6.05,11.55,7.7,11.55,1,5,4,1,55,9.9,6.05,8.8,7.7,C3
7,6.5,13.5,71.304,-1,30,29.497355,29.417915,6,5.184,7.5,2,5,1,4,1,52,21.32,20.8,19.76,18.2,4,3,5,1,65,19.5,18.2,20.8,19.5,2,1,4,3,50,5.5,10.5,7,10.5,2,5,5,3,75,13.5,8.25,12,10.5,C3
7.5,7,14.5,71.56,-1,30,33.29223,32.300087,7,5.272,6,5,1,3,4,1,56,22.96,22.4,21.28,19.6,2,2,5,3,60,18,16.8,19.2,18,1,2,2,4,45,4.95,9.45,6.3,9.45,5,5,2,3,75,13.5,8.25,12,10.5,C3
4.5,4,8.5,61.132,-1,30,33.269104,30.734474,4,4.697,8,2,3,5,4,1,60,24.6,24,22.8,21,3,3,5,3,70,21,19.6,22.4,21,4,3,3,1,55,6.05,11.55,7.7,11.55,5,4,2,3,70,12.6,7.7,11.2,9.8,C3
7.5,6,13.5,61.48,-1,30,33.707092,37.10216,5,4.917,5,1,4,4,1,5,60,24.6,24,22.8,21,4,5,4,3,80,24,22.4,25.6,24,1,3,3,2,45,4.95,9.45,6.3,9.45,2,1,4,1,40,7.2,4.4,6.4,5.6,C3
8,6.5,14.5,61.01,-1,30,35.98553,38.65269,5.5,4.651,8.5,5,4,2,3,2,64,26.24,25.6,24.32,22.4,4,1,5,2,60,18,16.8,19.2,18,2,2,2,2,40,4.4,8.4,5.6,8.4,2,4,5,2,65,11.7,7.15,10.4,9.1,C3
3.5,1,4.5,61.737,-1,30,51.146236,49.805885,8.5,4.521,10,1,4,1,5,5,64,26.24,25.6,24.32,22.4,4,3,4,5,80,24,22.4,25.6,24,2,2,2,1,35,3.85,7.35,4.9,7.35,1,5,2,5,65,11.7,7.15,10.4,9.1,C3
4.5,5.5,10,61.576,-1,30,45.23575,41.865574,7,4.749,7.5,5,4,5,2,1,68,27.88,27.2,25.84,23.8,1,4,1,4,50,15,14,16,15,3,5,2,4,70,7.7,14.7,9.8,14.7,2,4,5,4,75,13.5,8.25,12,10.5,C4
7,6.5,13.5,61.34,-1,30,47.155315,42.75223,7.5,4.23,13.5,2,5,4,5,2,72,29.52,28.8,27.36,25.2,3,2,2,1,40,12,11.2,12.8,12,3,4,4,2,65,7.15,13.65,9.1,13.65,3,4,2,3,60,10.8,6.6,9.6,8.4,C4
3.5,4,7.5,61.655,-1,30,44.22397,0,7,4.824,6.5,5,1,3,5,5,76,31.16,30.4,28.88,26.6,3,3,4,5,75,22.5,21,24,22.5,4,1,3,1,45,4.95,9.45,6.3,9.45,2,5,2,3,60,10.8,6.6,9.6,8.4,C3
6.5,6,12.5,71.814,-1,30,54.681843,31.005632,10,5.372,5,3,4,3,5,5,80,32.8,32,30.4,28,5,2,1,2,50,15,14,16,15,5,3,4,1,65,7.15,13.65,9.1,13.65,3,2,1,1,35,6.3,3.85,5.6,4.9,C4
7.5,6.5,14,61.126,-1,30,42.259792,46.817135,7.5,4.617,9,5,4,4,4,4,84,34.44,33.6,31.92,29.4,1,2,3,3,45,13.5,12.6,14.4,13.5,1,3,4,3,55,6.05,11.55,7.7,11.55,1,4,3,3,55,9.9,6.05,8.8,7.7,C4
